0,Off,LLN0.Zero.mag.f
1D52,SRC 6 Negative Watthour,EnrMtrMMTR6.NegTotWh.mag.f
1D54,SRC 6 Positive Varhour,EnrMtrMMTR6.PosTotVArh.mag.f
1D56,SRC 6 Negative Varhour,EnrMtrMMTR6.NegTotVArh.mag.f

9900,FlexElement 1 Actual,FlxElGAPC1.OpSig.mag.f
9902,FlexElement 2 Actual,FlxElGAPC2.OpSig.mag.f
9904,FlexElement 3 Actual,FlxElGAPC3.OpSig.mag.f
9906,FlexElement 4 Actual,FlxElGAPC4.OpSig.mag.f
9908,FlexElement 5 Actual,FlxElGAPC5.OpSig.mag.f
990A,FlexElement 6 Actual,FlxElGAPC6.OpSig.mag.f
990C,FlexElement 7 Actual,FlxElGAPC7.OpSig.mag.f
990E,FlexElement 8 Actual,FlxElGAPC8.OpSig.mag.f
9910,FlexElement 9 Actual,FlxElGAPC9.OpSig.mag.f
9912,FlexElement 10 Actual,FlxElGAPC10.OpSig.mag.f
9914,FlexElement 11 Actual,FlxElGAPC11.OpSig.mag.f
9916,FlexElement 12 Actual,FlxElGAPC12.OpSig.mag.f
9918,FlexElement 13 Actual,FlxElGAPC13.OpSig.mag.f
991A,FlexElement 14 Actual,FlxElGAPC14.OpSig.mag.f
991C,FlexElement 15 Actual,FlxElGAPC15.OpSig.mag.f
991E,FlexElement 16 Actual,FlxElGAPC16.OpSig.mag.f
2301,Transformer Differential Phasor Iad Magnitude,PctDifPDIF1.DifAClc.phsA.cVal.mag.f
2309,Transformer Differential Phasor Ibd Magnitude,PctDifPDIF1.DifAClc.phsB.cVal.mag.f
2311,Transformer Differential Phasor Icd Magnitude,PctDifPDIF1.DifAClc.phsC.cVal.mag.f
2302,Transformer Differential Phasor Iad Angle,PctDifPDIF1.DifAClc.phsA.cVal.ang.f
230A,Transformer Differential Phasor Ibd Angle,PctDifPDIF1.DifAClc.phsB.cVal.ang.f
2312,Transformer Differential Phasor Icd Angle,PctDifPDIF1.DifAClc.phsC.cVal.ang.f
2305,Transformer Differential 2nd Harm Iad Magnitude,PctDifPDIF1.DifA2ndH.phsA.cVal.mag.f
230D,Transformer Differential 2nd Harm Ibd Magnitude,PctDifPDIF1.DifA2ndH.phsB.cVal.mag.f
2315,Transformer Differential 2nd Harm Icd Magnitude,PctDifPDIF1.DifA2ndH.phsC.cVal.mag.f
2306,Transformer Differential 2nd Harm Iad Angle,PctDifPDIF1.DifA2ndH.phsA.cVal.ang.f
230E,Transformer Differential 2nd Harm Ibd Angle,PctDifPDIF1.DifA2ndH.phsB.cVal.ang.f
2316,Transformer Differential 2nd Harm Icd Angle,PctDifPDIF1.DifA2ndH.phsC.cVal.ang.f
2307,Transformer Differential 5th Harm Iad Magnitude,PctDifPDIF1.DifA5thH.phsA.cVal.mag.f
230F,Transformer Differential 5th Harm Ibd Magnitude,PctDifPDIF1.DifA5thH.phsB.cVal.mag.f
2317,Transformer Differential 5th Harm Icd Magnitude,PctDifPDIF1.DifA5thH.phsC.cVal.mag.f
2308,Transformer Differential 5th Harm Iad Angle,PctDifPDIF1.DifA5thH.phsA.cVal.ang.f
2310,Transformer Differential 5th Harm Ibd Angle,PctDifPDIF1.DifA5thH.phsB.cVal.ang.f
2318,Transformer Differential 5th Harm Icd Angle,PctDifPDIF1.DifA5thH.phsC.cVal.ang.f

D201,Transformer 2 Differential Phasor Iad Magnitude 2,PcDif2PDIF1.DifAClc.phsA.cVal.mag.f
D209,Transformer 2 Differential Phasor Ibd Magnitude 2,PcDif2PDIF1.DifAClc.phsB.cVal.mag.f
D211,Transformer 2 Differential Phasor Icd Magnitude 2,PcDif2PDIF1.DifAClc.phsC.cVal.mag.f
D202,Transformer 2 Differential Phasor Iad Angle 2,PcDif2PDIF1.DifAClc.phsA.cVal.ang.f
D20A,Transformer 2 Differential Phasor Ibd Angle 2,PcDif2PDIF1.DifAClc.phsB.cVal.ang.f
D212,Transformer 2 Differential Phasor Icd Angle 2,PcDif2PDIF1.DifAClc.phsC.cVal.ang.f
D205,Transformer 2 Differential 2nd Harm Iad Magnitude 2,PcDif2PDIF1.DifA2ndH.phsA.cVal.mag.f
D20D,Transformer 2 Differential 2nd Harm Ibd Magnitude 2,PcDif2PDIF1.DifA2ndH.phsB.cVal.mag.f
D215,Transformer 2 Differential 2nd Harm Icd Magnitude 2,PcDif2PDIF1.DifA2ndH.phsC.cVal.mag.f
D206,Transformer 2 Differential 2nd Harm Iad Angle 2,PcDif2PDIF1.DifA2ndH.phsA.cVal.ang.f
D20E,Transformer 2 Differential 2nd Harm Ibd Angle 2,PcDif2PDIF1.DifA2ndH.phsB.cVal.ang.f
D216,Transformer 2 Differential 2nd Harm Icd Angle 2,PcDif2PDIF1.DifA2ndH.phsC.cVal.ang.f
D207,Transformer 2 Differential 5th Harm Iad Magnitude 2,PcDif2PDIF1.DifA5thH.phsA.cVal.mag.f
D20F,Transformer 2 Differential 5th Harm Ibd Magnitude 2,PcDif2PDIF1.DifA5thH.phsB.cVal.mag.f
D217,Transformer 2 Differential 5th Harm Icd Magnitude 2,PcDif2PDIF1.DifA5thH.phsC.cVal.mag.f
D208,Transformer 2 Differential 5th Harm Iad Angle 2,PcDif2PDIF1.DifA5thH.phsA.cVal.ang.f
D210,Transformer 2 Differential 5th Harm Ibd Angle 2,PcDif2PDIF1.DifA5thH.phsB.cVal.ang.f
D218,Transformer 2 Differential 5th Harm Icd Angle 2,PcDif2PDIF1.DifA5thH.phsC.cVal.ang.f

2303,Transformer Restraint Phasor Iar Magnitude,PctDifPDIF1.RstA.phsA.cVal.mag.f
2304,Transformer Restraint Phasor Iar Angle,PctDifPDIF1.RstA.phsA.cVal.ang.f
230B,Transformer Restraint Phasor Ibr Magnitude,PctDifPDIF1.RstA.phsB.cVal.mag.f
230C,Transformer Restraint Phasor Ibr Angle,PctDifPDIF1.RstA.phsB.cVal.ang.f
2313,Transformer Restraint Phasor Icr Magnitude,PctDifPDIF1.RstA.phsC.cVal.mag.f
2314,Transformer Restraint Phasor Icr Angle,PctDifPDIF1.RstA.phsC.cVal.ang.f
D203,Transformer 2 Restraint Phasor Iar Magnitude 2,PcDif2PDIF1.RstA.phsA.cVal.mag.f
D204,Transformer 2 Restraint Phasor Iar Angle 2,PcDif2PDIF1.RstA.phsA.cVal.ang.f
D20B,Transformer 2 Restraint Phasor Ibr Magnitude 2,PcDif2PDIF1.RstA.phsB.cVal.mag.f
D20C,Transformer 2 Restraint Phasor Ibr Angle 2,PcDif2PDIF1.RstA.phsB.cVal.ang.f
D213,Transformer 2 Restraint Phasor Icr Magnitude 2,PcDif2PDIF1.RstA.phsC.cVal.mag.f
D214,Transformer 2 Restraint Phasor Icr Angle 2,PcDif2PDIF1.RstA.phsC.cVal.ang.f

2330,Transformer Top Oil Temperature,HPTmpSPTR1.ToOilTmp.mag.f
2331,Transformer Hottest Spot Temperature,HPTmpSPTR1.HPTmpClc.mag.f
2332,Transformer Aging Factor,AgeSPTR1.AgeRte.mag.f
2333,Transformer Daily Loss Of Life,LosLifSPTR1.LosLifeRte.mag.f
2335,Transformer Loss Of Life,LosLifSPTR1.LosLife.mag.f
D219,Transformer Top Oil Temperature 2,HPTmp2SPTR1.ToOilTmp.mag.f
D21A,Transformer Hottest Spot Temperature 2,HPTmp2SPTR1.HPTmpClc.mag.f
D21B,Transformer Aging Factor 2,Age2SPTR1.AgeRte.mag.f
D21C,Transformer Daily Loss Of Life 2,LosLif2SPTR1.LosLifeRte.mag.f
D21E,Transformer Loss Of Life 2,LosLif2SPTR1.LosLife.mag.f

21D0,B90 Bus Zone 1 DMag,B_DifPDIF1.BDifAClc.cVal.mag.f
21D5,B90 Bus Zone 1 RMag,B_DifPDIF1.BRstA.cVal.mag.f
21DE,B90 Bus Zone 2 DMag,B_DifPDIF2.BDifAClc.cVal.mag.f
21E3,B90 Bus Zone 2 RMag,B_DifPDIF2.BRstA.cVal.mag.f
21EC,B90 Bus Zone 3 DMag,B_DifPDIF3.BDifAClc.cVal.mag.f
21F1,B90 Bus Zone 3 RMag,B_DifPDIF3.BRstA.cVal.mag.f
21FA,B90 Bus Zone 4 DMag,B_DifPDIF4.BDifAClc.cVal.mag.f
21FF,B90 Bus Zone 4 RMag,B_DifPDIF4.BRstA.cVal.mag.f
2208,B90 Bus Zone 5 DMag,B_DifPDIF5.BDifAClc.cVal.mag.f
220D,B90 Bus Zone 5 RMag,B_DifPDIF5.BRstA.cVal.mag.f
2216,B90 Bus Zone 6 DMag,B_DifPDIF6.BDifAClc.cVal.mag.f
221B,B90 Bus Zone 6 RMag,B_DifPDIF6.BRstA.cVal.mag.f

21D4,B90 Bus Zone Diff Angle,B_DifPDIF1.BDifAClc.cVal.ang.f
21D7,B90 Bus Zone Rest Angle,B_DifPDIF1.BRstA.cVal.ang.f
21E2,B90 Bus Zone Diff Angle,B_DifPDIF2.BDifAClc.cVal.ang.f
21E5,B90 Bus Zone Rest Angle,B_DifPDIF2.BRstA.cVal.ang.f
21F0,B90 Bus Zone Diff Angle,B_DifPDIF3.BDifAClc.cVal.ang.f
21F3,B90 Bus Zone Rest Angle,B_DifPDIF3.BRstA.cVal.ang.f
21FE,B90 Bus Zone Diff Angle,B_DifPDIF4.BDifAClc.cVal.ang.f
2201,B90 Bus Zone Rest Angle,B_DifPDIF4.BRstA.cVal.ang.f
220C,B90 Bus Zone Diff Angle,B_DifPDIF5.BDifAClc.cVal.ang.f
220F,B90 Bus Zone Rest Angle,B_DifPDIF5.BRstA.cVal.ang.f
221A,B90 Bus Zone Diff Angle,B_DifPDIF6.BDifAClc.cVal.ang.f
221D,B90 Bus Zone Rest Angle,B_DifPDIF6.BRstA.cVal.ang.f

6F00,TRM 1 Current Magnitude,B_AmpMMXN1.ChA.cVal.mag.f
6F03,TRM 2 Current Magnitude,B_AmpMMXN2.ChA.cVal.mag.f
6F06,TRM 3 Current Magnitude,B_AmpMMXN3.ChA.cVal.mag.f
6F09,TRM 4 Current Magnitude,B_AmpMMXN4.ChA.cVal.mag.f
6F0C,TRM 5 Current Magnitude,B_AmpMMXN5.ChA.cVal.mag.f
6F0F,TRM 6 Current Magnitude,B_AmpMMXN6.ChA.cVal.mag.f
6F12,TRM 7 Current Magnitude,B_AmpMMXN7.ChA.cVal.mag.f
6F15,TRM 8 Current Magnitude,B_AmpMMXN8.ChA.cVal.mag.f
6F18,TRM 9 Current Magnitude,B_AmpMMXN9.ChA.cVal.mag.f
6F1B,TRM 10 Current Magnitude,B_AmpMMXN10.ChA.cVal.mag.f
6F1E,TRM 11 Current Magnitude,B_AmpMMXN11.ChA.cVal.mag.f
6F21,TRM 12 Current Magnitude,B_AmpMMXN12.ChA.cVal.mag.f
6F24,TRM 13 Current Magnitude,B_AmpMMXN13.ChA.cVal.mag.f
6F27,TRM 14 Current Magnitude,B_AmpMMXN14.ChA.cVal.mag.f
6F2A,TRM 15 Current Magnitude,B_AmpMMXN15.ChA.cVal.mag.f
6F2D,TRM 16 Current Magnitude,B_AmpMMXN16.ChA.cVal.mag.f
6F30,TRM 17 Current Magnitude,B_AmpMMXN17.ChA.cVal.mag.f
6F33,TRM 18 Current Magnitude,B_AmpMMXN18.ChA.cVal.mag.f
6F36,TRM 19 Current Magnitude,B_AmpMMXN19.ChA.cVal.mag.f
6F39,TRM 20 Current Magnitude,B_AmpMMXN20.ChA.cVal.mag.f
6F3C,TRM 21 Current Magnitude,B_AmpMMXN21.ChA.cVal.mag.f
6F3F,TRM 22 Current Magnitude,B_AmpMMXN22.ChA.cVal.mag.f
6F42,TRM 23 Current Magnitude,B_AmpMMXN23.ChA.cVal.mag.f
6F45,TRM 24 Current Magnitude,B_AmpMMXN24.ChA.cVal.mag.f

6F48,TRM 1 Voltage Magnitude,B_VolMMXN1.ChV.cVal.mag.f
6F4B,TRM 2 Voltage Magnitude,B_VolMMXN2.ChV.cVal.mag.f
6F4E,TRM 3 Voltage Magnitude,B_VolMMXN3.ChV.cVal.mag.f
6F51,TRM 4 Voltage Magnitude,B_VolMMXN4.ChV.cVal.mag.f
6F54,TRM 5 Voltage Magnitude,B_VolMMXN5.ChV.cVal.mag.f
6F57,TRM 6 Voltage Magnitude,B_VolMMXN6.ChV.cVal.mag.f
6F5A,TRM 7 Voltage Magnitude,B_VolMMXN7.ChV.cVal.mag.f
6F5D,TRM 8 Voltage Magnitude,B_VolMMXN8.ChV.cVal.mag.f
6F60,TRM 9 Voltage Magnitude,B_VolMMXN9.ChV.cVal.mag.f
6F63,TRM 10 Voltage Magnitude,B_VolMMXN10.ChV.cVal.mag.f
6F66,TRM 11 Voltage Magnitude,B_VolMMXN11.ChV.cVal.mag.f
6F69,TRM 12 Voltage Magnitude,B_VolMMXN12.ChV.cVal.mag.f

6F02,TRM 1 Current Angle,B_AmpMMXN1.ChA.cVal.ang.f
6F05,TRM 2 Current Angle,B_AmpMMXN2.ChA.cVal.ang.f
6F08,TRM 3 Current Angle,B_AmpMMXN3.ChA.cVal.ang.f
6F0B,TRM 4 Current Angle,B_AmpMMXN4.ChA.cVal.ang.f
6F0E,TRM 5 Current Angle,B_AmpMMXN5.ChA.cVal.ang.f
6F11,TRM 6 Current Angle,B_AmpMMXN6.ChA.cVal.ang.f
6F14,TRM 7 Current Angle,B_AmpMMXN7.ChA.cVal.ang.f
6F17,TRM 8 Current Angle,B_AmpMMXN8.ChA.cVal.ang.f
6F1A,TRM 9 Current Angle,B_AmpMMXN9.ChA.cVal.ang.f
6F1D,TRM 10 Current Angle,B_AmpMMXN10.ChA.cVal.ang.f
6F20,TRM 11 Current Angle,B_AmpMMXN11.ChA.cVal.ang.f
6F23,TRM 12 Current Angle,B_AmpMMXN12.ChA.cVal.ang.f
6F26,TRM 13 Current Angle,B_AmpMMXN13.ChA.cVal.ang.f
6F29,TRM 14 Current Angle,B_AmpMMXN14.ChA.cVal.ang.f
6F2C,TRM 15 Current Angle,B_AmpMMXN15.ChA.cVal.ang.f
6F2F,TRM 16 Current Angle,B_AmpMMXN16.ChA.cVal.ang.f
6F32,TRM 17 Current Angle,B_AmpMMXN17.ChA.cVal.ang.f
6F35,TRM 18 Current Angle,B_AmpMMXN18.ChA.cVal.ang.f
6F38,TRM 19 Current Angle,B_AmpMMXN19.ChA.cVal.ang.f
6F3B,TRM 20 Current Angle,B_AmpMMXN20.ChA.cVal.ang.f
6F3E,TRM 21 Current Angle,B_AmpMMXN21.ChA.cVal.ang.f
6F41,TRM 22 Current Angle,B_AmpMMXN22.ChA.cVal.ang.f
6F44,TRM 23 Current Angle,B_AmpMMXN23.ChA.cVal.ang.f
6F47,TRM 24 Current Angle,B_AmpMMXN24.ChA.cVal.ang.f

6F4A,TRM 1 Voltage Angle,B_VolMMXN1.ChV.cVal.ang.f
6F4D,TRM 2 Voltage Angle,B_VolMMXN2.ChV.cVal.ang.f
6F50,TRM 3 Voltage Angle,B_VolMMXN3.ChV.cVal.ang.f
6F53,TRM 4 Voltage Angle,B_VolMMXN4.ChV.cVal.ang.f
6F56,TRM 5 Voltage Angle,B_VolMMXN5.ChV.cVal.ang.f
6F59,TRM 6 Voltage Angle,B_VolMMXN6.ChV.cVal.ang.f
6F5C,TRM 7 Voltage Angle,B_VolMMXN7.ChV.cVal.ang.f
6F5F,TRM 8 Voltage Angle,B_VolMMXN8.ChV.cVal.ang.f
6F62,TRM 9 Voltage Angle,B_VolMMXN9.ChV.cVal.ang.f
6F65,TRM 10 Voltage Angle,B_VolMMXN10.ChV.cVal.ang.f
6F68,TRM 11 Voltage Angle,B_VolMMXN11.ChV.cVal.ang.f
6F6B,TRM 12 Voltage Angle,B_VolMMXN12.ChV.cVal.ang.f

6FD0,Terminal Frequency,B_FrqMMXN1.Hz.mag.f
6FD1,Terminal Tracking Frequency,B_FrqMMXN1.TrcHz.mag.f
6FD2,Main Terminal Reference Frequency,B_FrqMMXN1.MainRefHz.mag.f
6FD3,Alternate Terminal Reference Frequency,B_FrqMMXN1.AltRefHz.mag.f

24C4,Local Vcomp Mag,VCompMMXU1.VolLoc.cVal.mag.f
24C6,Local Vcomp Ang,VCompMMXU1.VolLoc.cVal.ang.f
24C7,Term 1 Vcomp Mag,VCompMMXU1.VolRem1.cVal.mag.f
24C9,Term 1 Vcomp Ang,VCompMMXU1.VolRem1.cVal.ang.f
24CA,Term 2 Vcomp Mag,VCompMMXU1.VolRem2.cVal.mag.f
24CC,Term 2 Vcomp Ang,VCompMMXU1.VolRem2.cVal.ang.f

D000,Breaker 1 Arcing Acc Arcing Amp Phase A,CBArc1SCBR1.AccAbr.mag.f
D002,Breaker 1 Arcing Acc Arcing Amp Phase B,CBArc2SCBR1.AccAbr.mag.f
D004,Breaker 1 Arcing Acc Arcing Amp Phase C,CBArc3SCBR1.AccAbr.mag.f
D006,Breaker 1 Arcing Operating Time Phase A,CBArc1SCBR1.RctTmOpn.mag.f
D007,Breaker 1 Arcing Operating Time Phase B,CBArc2SCBR1.RctTmOpn.mag.f
D008,Breaker 1 Arcing Operating Time Phase C,CBArc3SCBR1.RctTmOpn.mag.f
D009,Breaker 1 Arcing Operating Time,CBArc0SCBR1.OpTmOpn.mag.f
D00A,Breaker 1 Arcing Amp Phase A,CBArc1SCBR1.SwA.mag.f
D00C,Breaker 1 Arcing Amp Phase B,CBArc2SCBR1.SwA.mag.f
D00E,Breaker 1 Arcing Amp Phase C,CBArc3SCBR1.SwA.mag.f
D010,Breaker 1 Arcing Amp Max Phase A,CBArc1SCBR1.MaxIntrA.mag.f
D012,Breaker 1 Arcing Amp Max Phase B,CBArc2SCBR1.MaxIntrA.mag.f
D014,Breaker 1 Arcing Amp Max Phase C,CBArc3SCBR1.MaxIntrA.mag.f

D016,Breaker 2 Arcing Acc Arcing Amp Phase A,CBArc1SCBR2.AccAbr.mag.f
D018,Breaker 2 Arcing Acc Arcing Amp Phase B,CBArc2SCBR2.AccAbr.mag.f
D01A,Breaker 2 Arcing Acc Arcing Amp Phase C,CBArc3SCBR2.AccAbr.mag.f
D01C,Breaker 2 Arcing Operating Time Phase A,CBArc1SCBR2.RctTmOpn.mag.f
D01D,Breaker 2 Arcing Operating Time Phase B,CBArc2SCBR2.RctTmOpn.mag.f
D01E,Breaker 2 Arcing Operating Time Phase C,CBArc3SCBR2.RctTmOpn.mag.f
D01F,Breaker 2 Arcing Operating Time,CBArc0SCBR2.OpTmOpn.mag.f
D020,Breaker 2 Arcing Amp Phase A,CBArc1SCBR2.SwA.mag.f
D022,Breaker 2 Arcing Amp Phase B,CBArc2SCBR2.SwA.mag.f
D024,Breaker 2 Arcing Amp Phase C,CBArc3SCBR2.SwA.mag.f
D026,Breaker 2 Arcing Amp Max Phase A,CBArc1SCBR2.MaxIntrA.mag.f
D028,Breaker 2 Arcing Amp Max Phase B,CBArc2SCBR2.MaxIntrA.mag.f
D02A,Breaker 2 Arcing Amp Max Phase C,CBArc3SCBR2.MaxIntrA.mag.f

D02C,Breaker 3 Arcing Acc Arcing Amp Phase A,CBArc1SCBR3.AccAbr.mag.f
D02E,Breaker 3 Arcing Acc Arcing Amp Phase B,CBArc2SCBR3.AccAbr.mag.f
D030,Breaker 3 Arcing Acc Arcing Amp Phase C,CBArc3SCBR3.AccAbr.mag.f
D032,Breaker 3 Arcing Operating Time Phase A,CBArc1SCBR3.RctTmOpn.mag.f
D033,Breaker 3 Arcing Operating Time Phase B,CBArc2SCBR3.RctTmOpn.mag.f
D034,Breaker 3 Arcing Operating Time Phase C,CBArc3SCBR3.RctTmOpn.mag.f
D035,Breaker 3 Arcing Operating Time,CBArc0SCBR3.OpTmOpn.mag.f
D036,Breaker 3 Arcing Amp Phase A,CBArc1SCBR3.SwA.mag.f
D038,Breaker 3 Arcing Amp Phase B,CBArc2SCBR3.SwA.mag.f
D03A,Breaker 3 Arcing Amp Phase C,CBArc3SCBR3.SwA.mag.f
D03C,Breaker 3 Arcing Amp Max Phase A,CBArc1SCBR3.MaxIntrA.mag.f
D03E,Breaker 3 Arcing Amp Max Phase B,CBArc2SCBR3.MaxIntrA.mag.f
D040,Breaker 3 Arcing Amp Max Phase C,CBArc3SCBR3.MaxIntrA.mag.f

D042,Breaker 4 Arcing Acc Arcing Amp Phase A,CBArc1SCBR4.AccAbr.mag.f
D044,Breaker 4 Arcing Acc Arcing Amp Phase B,CBArc2SCBR4.AccAbr.mag.f
D046,Breaker 4 Arcing Acc Arcing Amp Phase C,CBArc3SCBR4.AccAbr.mag.f
D048,Breaker 4 Arcing Operating Time Phase A,CBArc1SCBR4.RctTmOpn.mag.f
D049,Breaker 4 Arcing Operating Time Phase B,CBArc2SCBR4.RctTmOpn.mag.f
D04A,Breaker 4 Arcing Operating Time Phase C,CBArc3SCBR4.RctTmOpn.mag.f
D04B,Breaker 4 Arcing Operating Time,CBArc0SCBR4.OpTmOpn.mag.f
D04C,Breaker 4 Arcing Amp Phase A,CBArc1SCBR4.SwA.mag.f
D04E,Breaker 4 Arcing Amp Phase B,CBArc2SCBR4.SwA.mag.f
D050,Breaker 4 Arcing Amp Phase C,CBArc3SCBR4.SwA.mag.f
D052,Breaker 4 Arcing Amp Max Phase A,CBArc1SCBR4.MaxIntrA.mag.f
D054,Breaker 4 Arcing Amp Max Phase B,CBArc2SCBR4.MaxIntrA.mag.f
D056,Breaker 4 Arcing Amp Max Phase C,CBArc3SCBR4.MaxIntrA.mag.f

D058,Breaker 5 Arcing Acc Arcing Amp Phase A,CBArc1SCBR5.AccAbr.mag.f
D05A,Breaker 5 Arcing Acc Arcing Amp Phase B,CBArc2SCBR5.AccAbr.mag.f
D05C,Breaker 5 Arcing Acc Arcing Amp Phase C,CBArc3SCBR5.AccAbr.mag.f
D05E,Breaker 5 Arcing Operating Time Phase A,CBArc1SCBR5.RctTmOpn.mag.f
D05F,Breaker 5 Arcing Operating Time Phase B,CBArc2SCBR5.RctTmOpn.mag.f
D060,Breaker 5 Arcing Operating Time Phase C,CBArc3SCBR5.RctTmOpn.mag.f
D061,Breaker 5 Arcing Operating Time,CBArc0SCBR5.OpTmOpn.mag.f
D062,Breaker 5 Arcing Amp Phase A,CBArc1SCBR5.SwA.mag.f
D064,Breaker 5 Arcing Amp Phase B,CBArc2SCBR5.SwA.mag.f
D066,Breaker 5 Arcing Amp Phase C,CBArc3SCBR5.SwA.mag.f
D068,Breaker 5 Arcing Amp Max Phase A,CBArc1SCBR5.MaxIntrA.mag.f
D06A,Breaker 5 Arcing Amp Max Phase B,CBArc2SCBR5.MaxIntrA.mag.f
D06C,Breaker 5 Arcing Amp Max Phase C,CBArc3SCBR5.MaxIntrA.mag.f

D06E,Breaker 6 Arcing Acc Arcing Amp Phase A,CBArc1SCBR6.AccAbr.mag.f
D070,Breaker 6 Arcing Acc Arcing Amp Phase B,CBArc2SCBR6.AccAbr.mag.f
D072,Breaker 6 Arcing Acc Arcing Amp Phase C,CBArc3SCBR6.AccAbr.mag.f
D074,Breaker 6 Arcing Operating Time Phase A,CBArc1SCBR6.RctTmOpn.mag.f
D075,Breaker 6 Arcing Operating Time Phase B,CBArc2SCBR6.RctTmOpn.mag.f
D076,Breaker 6 Arcing Operating Time Phase C,CBArc3SCBR6.RctTmOpn.mag.f
D077,Breaker 6 Arcing Operating Time,CBArc0SCBR6.OpTmOpn.mag.f
D078,Breaker 6 Arcing Amp Phase A,CBArc1SCBR6.SwA.mag.f
D07A,Breaker 6 Arcing Amp Phase B,CBArc2SCBR6.SwA.mag.f
D07C,Breaker 6 Arcing Amp Phase C,CBArc3SCBR6.SwA.mag.f
D07E,Breaker 6 Arcing Amp Max Phase A,CBArc1SCBR6.MaxIntrA.mag.f
D080,Breaker 6 Arcing Amp Max Phase B,CBArc2SCBR6.MaxIntrA.mag.f
D082,Breaker 6 Arcing Amp Max Phase C,CBArc3SCBR6.MaxIntrA.mag.f

2801,SRC 1 Ia Harmonics [2],HThdMHAI1.HA.phsAHar(2).cVal.mag.f
2802,SRC 1 Ia Harmonics [3],HThdMHAI1.HA.phsAHar(3).cVal.mag.f
2803,SRC 1 Ia Harmonics [4],HThdMHAI1.HA.phsAHar(4).cVal.mag.f
2804,SRC 1 Ia Harmonics [5],HThdMHAI1.HA.phsAHar(5).cVal.mag.f
2805,SRC 1 Ia Harmonics [6],HThdMHAI1.HA.phsAHar(6).cVal.mag.f
2806,SRC 1 Ia Harmonics [7],HThdMHAI1.HA.phsAHar(7).cVal.mag.f
2807,SRC 1 Ia Harmonics [8],HThdMHAI1.HA.phsAHar(8).cVal.mag.f
2808,SRC 1 Ia Harmonics [9],HThdMHAI1.HA.phsAHar(9).cVal.mag.f
2809,SRC 1 Ia Harmonics [10],HThdMHAI1.HA.phsAHar(10).cVal.mag.f
280A,SRC 1 Ia Harmonics [11],HThdMHAI1.HA.phsAHar(11).cVal.mag.f
280B,SRC 1 Ia Harmonics [12],HThdMHAI1.HA.phsAHar(12).cVal.mag.f
280C,SRC 1 Ia Harmonics [13],HThdMHAI1.HA.phsAHar(13).cVal.mag.f
280D,SRC 1 Ia Harmonics [14],HThdMHAI1.HA.phsAHar(14).cVal.mag.f
280E,SRC 1 Ia Harmonics [15],HThdMHAI1.HA.phsAHar(15).cVal.mag.f
280F,SRC 1 Ia Harmonics [16],HThdMHAI1.HA.phsAHar(16).cVal.mag.f
2810,SRC 1 Ia Harmonics [17],HThdMHAI1.HA.phsAHar(17).cVal.mag.f
2811,SRC 1 Ia Harmonics [18],HThdMHAI1.HA.phsAHar(18).cVal.mag.f
2812,SRC 1 Ia Harmonics [19],HThdMHAI1.HA.phsAHar(19).cVal.mag.f
2813,SRC 1 Ia Harmonics [20],HThdMHAI1.HA.phsAHar(20).cVal.mag.f
2814,SRC 1 Ia Harmonics [21],HThdMHAI1.HA.phsAHar(21).cVal.mag.f
2815,SRC 1 Ia Harmonics [22],HThdMHAI1.HA.phsAHar(22).cVal.mag.f
2816,SRC 1 Ia Harmonics [23],HThdMHAI1.HA.phsAHar(23).cVal.mag.f
2817,SRC 1 Ia Harmonics [24],HThdMHAI1.HA.phsAHar(24).cVal.mag.f
2818,SRC 1 Ia Harmonics [25],HThdMHAI1.HA.phsAHar(25).cVal.mag.f

2864,SRC 2 Ia Harmonics [2],HThdMHAI2.HA.phsAHar(2).cVal.mag.f
2865,SRC 2 Ia Harmonics [3],HThdMHAI2.HA.phsAHar(3).cVal.mag.f
2866,SRC 2 Ia Harmonics [4],HThdMHAI2.HA.phsAHar(4).cVal.mag.f
2867,SRC 2 Ia Harmonics [5],HThdMHAI2.HA.phsAHar(5).cVal.mag.f
2868,SRC 2 Ia Harmonics [6],HThdMHAI2.HA.phsAHar(6).cVal.mag.f
2869,SRC 2 Ia Harmonics [7],HThdMHAI2.HA.phsAHar(7).cVal.mag.f
286A,SRC 2 Ia Harmonics [8],HThdMHAI2.HA.phsAHar(8).cVal.mag.f
286B,SRC 2 Ia Harmonics [9],HThdMHAI2.HA.phsAHar(9).cVal.mag.f
286C,SRC 2 Ia Harmonics [10],HThdMHAI2.HA.phsAHar(10).cVal.mag.f
286D,SRC 2 Ia Harmonics [11],HThdMHAI2.HA.phsAHar(11).cVal.mag.f
286E,SRC 2 Ia Harmonics [12],HThdMHAI2.HA.phsAHar(12).cVal.mag.f
286F,SRC 2 Ia Harmonics [13],HThdMHAI2.HA.phsAHar(13).cVal.mag.f
2870,SRC 2 Ia Harmonics [14],HThdMHAI2.HA.phsAHar(14).cVal.mag.f
2871,SRC 2 Ia Harmonics [15],HThdMHAI2.HA.phsAHar(15).cVal.mag.f
2872,SRC 2 Ia Harmonics [16],HThdMHAI2.HA.phsAHar(16).cVal.mag.f
2873,SRC 2 Ia Harmonics [17],HThdMHAI2.HA.phsAHar(17).cVal.mag.f
